Date,Open,High,Low,Close,Adj Close,Volume
2023-02-20,5.840000,5.850000,5.780000,5.780000,5.780000,2664300
2023-02-21,5.790000,5.820000,5.760000,5.780000,5.780000,1877600
2023-02-22,5.820000,5.830000,5.740000,5.770000,5.770000,8953600
2023-02-23,5.800000,5.900000,5.720000,5.720000,5.720000,7762700
2023-02-24,5.760000,5.810000,5.730000,5.770000,5.770000,5785100
2023-02-27,5.750000,5.770000,5.700000,5.700000,5.700000,3741200
2023-02-28,5.720000,5.750000,5.690000,5.690000,5.690000,5424000
2023-03-01,5.700000,5.730000,5.660000,5.720000,5.720000,3700100
2023-03-02,5.720000,5.740000,5.670000,5.680000,5.680000,2550600
2023-03-03,5.730000,5.750000,5.670000,5.700000,5.700000,3061700
2023-03-06,5.710000,5.770000,5.670000,5.770000,5.770000,2538600
2023-03-07,5.780000,5.830000,5.740000,5.810000,5.810000,4920600
2023-03-08,5.810000,5.850000,5.780000,5.840000,5.840000,3498300
2023-03-09,5.850000,5.850000,5.750000,5.780000,5.780000,2578600
2023-03-10,5.750000,5.760000,5.680000,5.740000,5.740000,4020700
2023-03-13,5.700000,5.750000,5.650000,5.660000,5.660000,4966500
2023-03-14,5.660000,5.690000,5.600000,5.650000,5.650000,5012700
2023-03-15,5.680000,5.740000,5.680000,5.700000,5.700000,4446000
2023-03-16,5.690000,5.690000,5.600000,5.660000,5.660000,4898100
2023-03-17,5.660000,5.730000,5.650000,5.730000,5.730000,5569600
2023-03-20,5.710000,5.710000,5.530000,5.560000,5.560000,5650300
2023-03-21,5.620000,5.690000,5.590000,5.690000,5.690000,4205100
2023-03-22,5.680000,5.740000,5.660000,5.710000,5.710000,4194700
2023-03-23,5.670000,5.710000,5.660000,5.680000,5.680000,2884800
2023-03-24,5.680000,5.720000,5.650000,5.680000,5.680000,2147300
2023-03-27,5.690000,5.750000,5.690000,5.730000,5.730000,3615000
2023-03-28,5.750000,5.760000,5.710000,5.730000,5.730000,2335800
2023-03-29,5.750000,5.780000,5.710000,5.750000,5.750000,3427100
2023-03-30,5.780000,5.800000,5.730000,5.770000,5.770000,3660200
2023-03-31,5.770000,5.780000,5.680000,5.730000,5.730000,4635400
2023-04-03,5.750000,5.790000,5.740000,5.790000,5.790000,4507300
2023-04-04,5.800000,5.860000,5.790000,5.860000,5.860000,5775200
2023-04-05,5.860000,5.880000,5.800000,5.830000,5.830000,4242500
2023-04-06,5.820000,5.820000,5.780000,5.790000,5.790000,2125000
2023-04-10,5.800000,5.830000,5.750000,5.780000,5.780000,1842000
2023-04-11,5.780000,5.820000,5.750000,5.800000,5.800000,2803300
2023-04-12,5.810000,5.810000,5.760000,5.800000,5.800000,458000
